deletion_size	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,23,24,26,28,30,32,35,37,40,43,46,49,53,57,61,65,70,75,81,86,93,100,107,114,123,132,141,151,162,174,187,200,215,231,247,265,284,305,327,351,376,403,432,464,497,533,572,613,657,705,756,811,869,932,1000
ratio_rates_lower_Ne	0.2751008080868005,0.28350553487562424,0.2920761644748164,0.3008123874689022,0.3097137718294157,0.31877976406088504,0.32800969066400554,0.33740275990844326,0.3469580639061596,0.35667458097467775,0.3665511782783199,0.3765866147341601,0.38677954416825233,0.39712851870662674,0.4076319923846033,0.4182883249571499,0.4290957858923288,0.44005255852931896,0.4624063675694541,0.4737993793523039,0.4970070372753634,0.5088172635936922,0.5328390490595497,0.557380110275152,0.5824209028274444,0.6079413966527981,0.6470769588733017,0.6737071833405602,0.7144107516460272,0.7559628964975506,0.798295948063483,0.8413442774537526,0.8997461916497225,0.9591671358179128,1.0194770556023611,1.080557417920599,1.1578297267062445,1.2359565895342772,1.3306182111050158,1.4101085094413166,1.5221079563028084,1.6347345830083932,1.74781497904948,1.8612208505400525,2.0073588335962786,2.1537434625809846,2.3002845097892655,2.46322156887908,2.6425346324212677,2.838204047683508,3.050213550894283,3.2622410471381085,3.506898792094571,3.7678726929347133,4.028849032723757,4.322448566540101,4.632359679221703,4.974893213448767,5.333737938227662,5.725204933669247,6.132983060534872,6.573383439326759,7.046406068838378,7.568362073915367,8.10662920416889,8.693829709902962,9.329963591115312,9.9987197226463,10.716409229655168,11.49934323730121,12.331210620425127,13.228322504186213,14.174367763425177,15.201968648460605,16.311125159292494
ratio_rates_higher_Ne	0.3121348737999463,0.3619651067670196,0.41621452362661776,0.4746634681148575,0.5370257905613363,0.6029668151643175,0.6721223786047834,0.7441170327584811,0.818579940864453,0.8951575614359978,0.9735227754402859,1.05338057467869,1.1344707461515444,1.2165681547410396,1.2994812694845812,1.3830495343035194,1.4671400898169662,1.5516442394333738,1.7215585115791516,1.806841642495061,1.977834926056024,2.0634826656679843,2.234972500061908,2.406629407877941,2.578382962293187,2.7501919584063628,3.00796011753663,3.179824328777744,3.437633686021287,3.6954503882000607,3.9532701372175594,4.211091141510681,4.5548532211114425,4.898615591173624,5.242378048310636,5.586140531383663,6.015843645278294,6.445546761962219,6.961190502726362,7.390893620150863,7.992477984575042,8.594062349004664,9.195646713434906,9.797231077865218,10.570696689275628,11.344162300686039,12.117627912096452,12.977034146996909,13.922381005387413,14.953668487267961,16.070896592638555,17.18812469800915,18.477234050359836,19.85228402620057,21.2273340020413,22.774265224862127,24.407137071172993,26.211890164463956,28.102583881244964,30.165158845006058,32.31367443225721,34.63407126648844,37.126349347699765,39.87644929938123,42.712489874552745,45.806352320194385,49.15803663630617,52.68160219939805,56.46298963296006,60.58813956048226,64.97111135847459,69.69784565042711,74.68240181284976,80.09666109272264,85.94062349004575
